,State,County,Value,Gender,Race/Ethnicity,LatLng
653,AL,Cleburne County,442.5,Female,Overall,"(33.676437, -85.521058)"
654,AL,Coffee County,352.9,Female,Overall,"(31.408678, -85.987616)"
655,AL,Colbert County,427.1,Female,Overall,"(34.700954, -87.805794)"
656,AL,Conecuh County,384.1,Female,Overall,"(31.436316, -86.992084)"
657,AL,Coosa County,345.1,Female,Overall,"(32.940608, -86.246358)"
658,AL,Covington County,368.3,Female,Overall,"(31.249891, -86.449316)"
659,AL,Crenshaw County,342.1,Female,Overall,"(31.738498, -86.315231)"
660,AL,Cullman County,397.3,Female,Overall,"(34.135642, -86.864859)"
661,AL,Dale County,334.9,Female,Overall,"(31.437921, -85.612525)"
662,AL,Dallas County,475.6,Female,Overall,"(32.331714, -87.103947)"
663,AL,DeKalb County,434.5,Female,Overall,"(34.462067, -85.803144)"
664,AL,Elmore County,364.0,Female,Overall,"(32.599774, -86.150224)"
665,AL,Escambia County,356.9,Female,Overall,"(31.133221, -87.162551)"
666,AL,Etowah County,439.9,Female,Overall,"(34.048713, -86.037592)"
667,AL,Fayette County,338.9,Female,Overall,"(33.726047, -87.737656)"
668,AL,Franklin County,427.2,Female,Overall,"(34.445544, -87.843784)"
669,AL,Geneva County,335.2,Female,Overall,"(31.100302, -85.833243)"
670,AL,Greene County,353.1,Female,Overall,"(32.861522, -87.9517)"
671,AL,Hale County,387.3,Female,Overall,"(32.769973, -87.626815)"
672,AL,Henry County,331.7,Female,Overall,"(31.528365, -85.241061)"
673,AL,Houston County,319.1,Female,Overall,"(31.163114, -85.295081)"
674,AL,Jackson County,404.2,Female,Overall,"(34.784419, -85.993741)"
675,AL,Jefferson County,306.1,Female,Overall,"(33.558145, -86.898116)"
676,AL,Lamar County,380.8,Female,Overall,"(33.78226, -88.094104)"
677,AL,Lauderdale County,331.6,Female,Overall,"(34.905347, -87.644897)"
678,AL,Lawrence County,402.5,Female,Overall,"(34.524888, -87.309085)"
679,AL,Lee County,305.5,Female,Overall,"(32.605632, -85.354778)"
680,AL,Limestone County,365.9,Female,Overall,"(34.816826, -86.981625)"
681,AL,Lowndes County,399.5,Female,Overall,"(32.160667, -86.649084)"
682,AL,Macon County,376.7,Female,Overall,"(32.393582, -85.69193)"
683,AL,Madison County,316.8,Female,Overall,"(34.765116, -86.548305)"
684,AL,Marengo County,475.7,Female,Overall,"(32.252503, -87.787786)"
685,AL,Marion County,476.1,Female,Overall,"(34.140618, -87.885921)"
686,AL,Marshall County,400.6,Female,Overall,"(34.373461, -86.301726)"
687,AL,Mobile County,352.3,Female,Overall,"(30.801931, -88.209318)"
688,AL,Monroe County,328.3,Female,Overall,"(31.57641, -87.363884)"
689,AL,Montgomery County,281.2,Female,Overall,"(32.22779, -86.207305)"
690,AL,Morgan County,383.8,Female,Overall,"(34.45678, -86.853086)"
691,AL,Perry County,446.8,Female,Overall,"(32.640101, -87.292576)"
692,AL,Pickens County,333.7,Female,Overall,"(33.285701, -88.089005)"
693,AL,Pike County,352.6,Female,Overall,"(31.809652, -85.94098)"
694,AL,Randolph County,433.0,Female,Overall,"(33.302268, -85.45696)"
695,AL,Russell County,301.4,Female,Overall,"(32.294434, -85.183533)"
696,AL,St. Clair County,344.7,Female,Overall,"(33.714796, -86.317073)"
697,AL,Shelby County,255.6,Female,Overall,"(33.272349, -86.662124)"
698,AL,Sumter County,414.4,Female,Overall,"(32.592159, -88.198779)"
699,AL,Talladega County,421.3,Female,Overall,"(33.38655, -86.165729)"
700,AL,Tallapoosa County,353.1,Female,Overall,"(32.870228, -85.796142)"
701,AL,Tuscaloosa County,316.1,Female,Overall,"(33.297694, -87.520245)"
702,AL,Walker County,556.1,Female,Overall,"(33.808663, -87.297984)"
703,AL,Washington County,410.8,Female,Overall,"(31.414015, -88.206517)"
704,AL,Wilcox County,653.7,Female,Overall,"(31.997603, -87.309377)"
705,AL,Winston County,419.6,Female,Overall,"(34.155045, -87.372984)"
706,AL,Autauga County,427.8,Overall,White,"(32.540743, -86.642658)"
707,AL,Baldwin County,385.8,Overall,White,"(30.74338, -87.725037)"
708,AL,Barbour County,437.3,Overall,White,"(31.875526, -85.392733)"
709,AL,Bibb County,415.1,Overall,White,"(32.999586, -87.128286)"
710,AL,Blount County,424.6,Overall,White,"(33.9833, -86.566107)"
711,AL,Bullock County,390.1,Overall,White,"(32.105445, -85.716374)"
712,AL,Butler County,472.8,Overall,White,"(31.756743, -86.685543)"
713,AL,Calhoun County,585.5,Overall,White,"(33.776116, -85.827265)"
714,AL,Chambers County,361.1,Overall,White,"(32.918605, -85.389755)"
715,AL,Cherokee County,492.7,Overall,White,"(34.175592, -85.60109)"
716,AL,Chilton County,546.6,Overall,White,"(32.85542, -86.717847)"
717,AL,Choctaw County,485.4,Overall,White,"(32.023039, -88.263625)"
718,AL,Clarke County,408.9,Overall,White,"(31.685276, -87.828202)"
719,AL,Clay County,540.1,Overall,White,"(33.275512, -85.861243)"
720,AL,Cleburne County,542.8,Overall,White,"(33.676437, -85.521058)"
721,AL,Coffee County,413.0,Overall,White,"(31.408678, -85.987616)"
722,AL,Colbert County,559.7,Overall,White,"(34.700954, -87.805794)"
723,AL,Conecuh County,476.9,Overall,White,"(31.436316, -86.992084)"
724,AL,Coosa County,419.3,Overall,White,"(32.940608, -86.246358)"
725,AL,Covington County,482.3,Overall,White,"(31.249891, -86.449316)"
726,AL,Crenshaw County,467.8,Overall,White,"(31.738498, -86.315231)"
727,AL,Cullman County,442.1,Overall,White,"(34.135642, -86.864859)"
728,AL,Dale County,435.1,Overall,White,"(31.437921, -85.612525)"
729,AL,Dallas County,502.2,Overall,White,"(32.331714, -87.103947)"
730,AL,DeKalb County,563.8,Overall,White,"(34.462067, -85.803144)"
731,AL,Elmore County,472.4,Overall,White,"(32.599774, -86.150224)"
732,AL,Escambia County,454.7,Overall,White,"(31.133221, -87.162551)"
733,AL,Etowah County,555.7,Overall,White,"(34.048713, -86.037592)"
734,AL,Fayette County,469.3,Overall,White,"(33.726047, -87.737656)"
735,AL,Franklin County,545.3,Overall,White,"(34.445544, -87.843784)"
736,AL,Geneva County,451.0,Overall,White,"(31.100302, -85.833243)"
737,AL,Greene County,393.7,Overall,White,"(32.861522, -87.9517)"
738,AL,Hale County,419.9,Overall,White,"(32.769973, -87.626815)"
739,AL,Henry County,397.4,Overall,White,"(31.528365, -85.241061)"
740,AL,Houston County,357.3,Overall,White,"(31.163114, -85.295081)"
741,AL,Jackson County,522.1,Overall,White,"(34.784419, -85.993741)"
742,AL,Jefferson County,355.0,Overall,White,"(33.558145, -86.898116)"
743,AL,Lamar County,488.4,Overall,White,"(33.78226, -88.094104)"
744,AL,Lauderdale County,388.0,Overall,White,"(34.905347, -87.644897)"
745,AL,Lawrence County,534.7,Overall,White,"(34.524888, -87.309085)"
746,AL,Lee County,352.3,Overall,White,"(32.605632, -85.354778)"
747,AL,Limestone County,468.8,Overall,White,"(34.816826, -86.981625)"
748,AL,Lowndes County,381.9,Overall,White,"(32.160667, -86.649084)"
749,AL,Macon County,423.1,Overall,White,"(32.393582, -85.69193)"
750,AL,Madison County,395.0,Overall,White,"(34.765116, -86.548305)"
751,AL,Marengo County,496.6,Overall,White,"(32.252503, -87.787786)"
752,AL,Marion County,583.7,Overall,White,"(34.140618, -87.885921)"
753,AL,Marshall County,520.3,Overall,White,"(34.373461, -86.301726)"
754,AL,Mobile County,443.0,Overall,White,"(30.801931, -88.209318)"
755,AL,Monroe County,387.7,Overall,White,"(31.57641, -87.363884)"
756,AL,Montgomery County,353.8,Overall,White,"(32.22779, -86.207305)"
757,AL,Morgan County,476.5,Overall,White,"(34.45678, -86.853086)"
758,AL,Perry County,508.0,Overall,White,"(32.640101, -87.292576)"
759,AL,Pickens County,432.1,Overall,White,"(33.285701, -88.089005)"
760,AL,Pike County,404.2,Overall,White,"(31.809652, -85.94098)"
761,AL,Randolph County,536.2,Overall,White,"(33.302268, -85.45696)"
762,AL,Russell County,369.7,Overall,White,"(32.294434, -85.183533)"
763,AL,St. Clair County,441.1,Overall,White,"(33.714796, -86.317073)"
764,AL,Shelby County,310.9,Overall,White,"(33.272349, -86.662124)"
765,AL,Sumter County,451.0,Overall,White,"(32.592159, -88.198779)"
766,AL,Talladega County,439.2,Overall,White,"(33.38655, -86.165729)"
767,AL,Tallapoosa County,414.6,Overall,White,"(32.870228, -85.796142)"
768,AL,Tuscaloosa County,395.4,Overall,White,"(33.297694, -87.520245)"
769,AL,Walker County,687.5,Overall,White,"(33.808663, -87.297984)"
770,AL,Washington County,491.2,Overall,White,"(31.414015, -88.206517)"
771,AL,Wilcox County,478.4,Overall,White,"(31.997603, -87.309377)"
772,AL,Winston County,450.8,Overall,White,"(34.155045, -87.372984)"
773,AL,Autauga County,518.0,Male,White,"(32.540743, -86.642658)"
774,AL,Baldwin County,481.0,Male,White,"(30.74338, -87.725037)"
775,AL,Barbour County,521.8,Male,White,"(31.875526, -85.392733)"
776,AL,Bibb County,526.5,Male,White,"(32.999586, -87.128286)"
777,AL,Blount County,517.4,Male,White,"(33.9833, -86.566107)"
778,AL,Bullock County,484.8,Male,White,"(32.105445, -85.716374)"
779,AL,Butler County,612.6,Male,White,"(31.756743, -86.685543)"
780,AL,Calhoun County,729.2,Male,White,"(33.776116, -85.827265)"
781,AL,Chambers County,442.7,Male,White,"(32.918605, -85.389755)"
782,AL,Cherokee County,603.5,Male,White,"(34.175592, -85.60109)"
783,AL,Chilton County,632.2,Male,White,"(32.85542, -86.717847)"
784,AL,Choctaw County,627.1,Male,White,"(32.023039, -88.263625)"
785,AL,Clarke County,509.9,Male,White,"(31.685276, -87.828202)"
786,AL,Clay County,598.6,Male,White,"(33.275512, -85.861243)"
787,AL,Cleburne County,646.6,Male,White,"(33.676437, -85.521058)"
788,AL,Coffee County,539.7,Male,White,"(31.408678, -85.987616)"
789,AL,Colbert County,697.1,Male,White,"(34.700954, -87.805794)"
790,AL,Conecuh County,601.6,Male,White,"(31.436316, -86.992084)"
791,AL,Coosa County,508.3,Male,White,"(32.940608, -86.246358)"
792,AL,Covington County,644.5,Male,White,"(31.249891, -86.449316)"
793,AL,Crenshaw County,649.3,Male,White,"(31.738498, -86.315231)"
794,AL,Cullman County,478.9,Male,White,"(34.135642, -86.864859)"
795,AL,Dale County,546.6,Male,White,"(31.437921, -85.612525)"
796,AL,Dallas County,625.5,Male,White,"(32.331714, -87.103947)"
797,AL,DeKalb County,703.1,Male,White,"(34.462067, -85.803144)"
798,AL,Elmore County,570.3,Male,White,"(32.599774, -86.150224)"
799,AL,Escambia County,548.1,Male,White,"(31.133221, -87.162551)"
800,AL,Etowah County,711.7,Male,White,"(34.048713, -86.037592)"
801,AL,Fayette County,621.2,Male,White,"(33.726047, -87.737656)"
802,AL,Franklin County,678.5,Male,White,"(34.445544, -87.843784)"
803,AL,Geneva County,597.1,Male,White,"(31.100302, -85.833243)"
804,AL,Greene County,539.0,Male,White,"(32.861522, -87.9517)"
805,AL,Hale County,543.0,Male,White,"(32.769973, -87.626815)"
806,AL,Henry County,522.8,Male,White,"(31.528365, -85.241061)"
807,AL,Houston County,453.4,Male,White,"(31.163114, -85.295081)"
808,AL,Jackson County,645.8,Male,White,"(34.784419, -85.993741)"
809,AL,Jefferson County,461.2,Male,White,"(33.558145, -86.898116)"
810,AL,Lamar County,605.6,Male,White,"(33.78226, -88.094104)"
811,AL,Lauderdale County,472.9,Male,White,"(34.905347, -87.644897)"
812,AL,Lawrence County,621.7,Male,White,"(34.524888, -87.309085)"
813,AL,Lee County,429.3,Male,White,"(32.605632, -85.354778)"
814,AL,Limestone County,568.5,Male,White,"(34.816826, -86.981625)"
815,AL,Lowndes County,483.7,Male,White,"(32.160667, -86.649084)"
816,AL,Macon County,508.4,Male,White,"(32.393582, -85.69193)"
817,AL,Madison County,485.8,Male,White,"(34.765116, -86.548305)"
818,AL,Marengo County,570.0,Male,White,"(32.252503, -87.787786)"
819,AL,Marion County,684.7,Male,White,"(34.140618, -87.885921)"
820,AL,Marshall County,659.7,Male,White,"(34.373461, -86.301726)"
821,AL,Mobile County,560.7,Male,White,"(30.801931, -88.209318)"
822,AL,Monroe County,499.0,Male,White,"(31.57641, -87.363884)"
823,AL,Montgomery County,475.3,Male,White,"(32.22779, -86.207305)"
824,AL,Morgan County,570.8,Male,White,"(34.45678, -86.853086)"
825,AL,Perry County,624.3,Male,White,"(32.640101, -87.292576)"
826,AL,Pickens County,547.8,Male,White,"(33.285701, -88.089005)"
827,AL,Pike County,497.0,Male,White,"(31.809652, -85.94098)"
828,AL,Randolph County,658.5,Male,White,"(33.302268, -85.45696)"
829,AL,Russell County,479.0,Male,White,"(32.294434, -85.183533)"
830,AL,St. Clair County,567.4,Male,White,"(33.714796, -86.317073)"
831,AL,Shelby County,385.7,Male,White,"(33.272349, -86.662124)"
832,AL,Sumter County,624.2,Male,White,"(32.592159, -88.198779)"
833,AL,Talladega County,485.5,Male,White,"(33.38655, -86.165729)"
834,AL,Tallapoosa County,488.6,Male,White,"(32.870228, -85.796142)"
835,AL,Tuscaloosa County,536.5,Male,White,"(33.297694, -87.520245)"
836,AL,Walker County,783.4,Male,White,"(33.808663, -87.297984)"
837,AL,Washington County,588.9,Male,White,"(31.414015, -88.206517)"
838,AL,Wilcox County,576.7,Male,White,"(31.997603, -87.309377)"
839,AL,Winston County,483.7,Male,White,"(34.155045, -87.372984)"
840,AL,Autauga County,354.1,Female,White,"(32.540743, -86.642658)"
841,AL,Baldwin County,307.1,Female,White,"(30.74338, -87.725037)"
842,AL,Barbour County,333.7,Female,White,"(31.875526, -85.392733)"
843,AL,Bibb County,311.6,Female,White,"(32.999586, -87.128286)"
844,AL,Blount County,339.9,Female,White,"(33.9833, -86.566107)"
845,AL,Bullock County,305.1,Female,White,"(32.105445, -85.716374)"
846,AL,Butler County,370.0,Female,White,"(31.756743, -86.685543)"
847,AL,Calhoun County,464.5,Female,White,"(33.776116, -85.827265)"
848,AL,Chambers County,298.8,Female,White,"(32.918605, -85.389755)"
849,AL,Cherokee County,423.1,Female,White,"(34.175592, -85.60109)"
850,AL,Chilton County,448.3,Female,White,"(32.85542, -86.717847)"
851,AL,Choctaw County,394.2,Female,White,"(32.023039, -88.263625)"
852,AL,Clarke County,321.4,Female,White,"(31.685276, -87.828202)"
853,AL,Clay County,446.9,Female,White,"(33.275512, -85.861243)"
854,AL,Cleburne County,440.6,Female,White,"(33.676437, -85.521058)"
855,AL,Coffee County,341.9,Female,White,"(31.408678, -85.987616)"
856,AL,Colbert County,437.2,Female,White,"(34.700954, -87.805794)"
857,AL,Conecuh County,374.1,Female,White,"(31.436316, -86.992084)"
858,AL,Coosa County,334.6,Female,White,"(32.940608, -86.246358)"
859,AL,Covington County,348.6,Female,White,"(31.249891, -86.449316)"
860,AL,Crenshaw County,333.6,Female,White,"(31.738498, -86.315231)"
861,AL,Cullman County,403.0,Female,White,"(34.135642, -86.864859)"
862,AL,Dale County,323.8,Female,White,"(31.437921, -85.612525)"
863,AL,Dallas County,403.6,Female,White,"(32.331714, -87.103947)"
864,AL,DeKalb County,443.3,Female,White,"(34.462067, -85.803144)"
865,AL,Elmore County,382.1,Female,White,"(32.599774, -86.150224)"
866,AL,Escambia County,339.2,Female,White,"(31.133221, -87.162551)"
867,AL,Etowah County,436.3,Female,White,"(34.048713, -86.037592)"
868,AL,Fayette County,351.7,Female,White,"(33.726047, -87.737656)"
869,AL,Franklin County,438.5,Female,White,"(34.445544, -87.843784)"
870,AL,Geneva County,326.7,Female,White,"(31.100302, -85.833243)"
871,AL,Greene County,294.1,Female,White,"(32.861522, -87.9517)"
872,AL,Hale County,351.6,Female,White,"(32.769973, -87.626815)"
873,AL,Henry County,311.7,Female,White,"(31.528365, -85.241061)"
874,AL,Houston County,304.0,Female,White,"(31.163114, -85.295081)"
875,AL,Jackson County,408.6,Female,White,"(34.784419, -85.993741)"
876,AL,Jefferson County,279.8,Female,White,"(33.558145, -86.898116)"
877,AL,Lamar County,394.7,Female,White,"(33.78226, -88.094104)"
878,AL,Lauderdale County,328.8,Female,White,"(34.905347, -87.644897)"
879,AL,Lawrence County,421.9,Female,White,"(34.524888, -87.309085)"
880,AL,Lee County,290.5,Female,White,"(32.605632, -85.354778)"
881,AL,Limestone County,383.4,Female,White,"(34.816826, -86.981625)"
882,AL,Lowndes County,317.8,Female,White,"(32.160667, -86.649084)"
883,AL,Macon County,315.2,Female,White,"(32.393582, -85.69193)"
884,AL,Madison County,325.3,Female,White,"(34.765116, -86.548305)"
885,AL,Marengo County,400.3,Female,White,"(32.252503, -87.787786)"
886,AL,Marion County,488.5,Female,White,"(34.140618, -87.885921)"
887,AL,Marshall County,407.4,Female,White,"(34.373461, -86.301726)"
888,AL,Mobile County,350.1,Female,White,"(30.801931, -88.209318)"
889,AL,Monroe County,305.2,Female,White,"(31.57641, -87.363884)"
890,AL,Montgomery County,266.8,Female,White,"(32.22779, -86.207305)"
891,AL,Morgan County,395.6,Female,White,"(34.45678, -86.853086)"
892,AL,Perry County,417.2,Female,White,"(32.640101, -87.292576)"
893,AL,Pickens County,317.9,Female,White,"(33.285701, -88.089005)"
894,AL,Pike County,326.9,Female,White,"(31.809652, -85.94098)"
895,AL,Randolph County,409.9,Female,White,"(33.302268, -85.45696)"
896,AL,Russell County,298.6,Female,White,"(32.294434, -85.183533)"
897,AL,St. Clair County,340.7,Female,White,"(33.714796, -86.317073)"
898,AL,Shelby County,254.5,Female,White,"(33.272349, -86.662124)"
899,AL,Sumter County,365.9,Female,White,"(32.592159, -88.198779)"
900,AL,Talladega County,392.7,Female,White,"(33.38655, -86.165729)"
901,AL,Tallapoosa County,345.2,Female,White,"(32.870228, -85.796142)"
902,AL,Tuscaloosa County,285.6,Female,White,"(33.297694, -87.520245)"
903,AL,Walker County,580.4,Female,White,"(33.808663, -87.297984)"
904,AL,Washington County,376.0,Female,White,"(31.414015, -88.206517)"
905,AL,Wilcox County,390.3,Female,White,"(31.997603, -87.309377)"
906,AL,Winston County,428.7,Female,White,"(34.155045, -87.372984)"
907,AL,Autauga County,442.6,Overall,Black,"(32.540743, -86.642658)"
908,AL,Baldwin County,427.7,Overall,Black,"(30.74338, -87.725037)"
909,AL,Barbour County,547.0,Overall,Black,"(31.875526, -85.392733)"
910,AL,Bibb County,466.8,Overall,Black,"(32.999586, -87.128286)"
911,AL,Blount County,439.8,Overall,Black,"(33.9833, -86.566107)"
912,AL,Bullock County,461.8,Overall,Black,"(32.105445, -85.716374)"
913,AL,Butler County,435.5,Overall,Black,"(31.756743, -86.685543)"
914,AL,Calhoun County,597.5,Overall,Black,"(33.776116, -85.827265)"
915,AL,Chambers County,489.7,Overall,Black,"(32.918605, -85.389755)"
916,AL,Cherokee County,570.0,Overall,Black,"(34.175592, -85.60109)"
917,AL,Chilton County,508.6,Overall,Black,"(32.85542, -86.717847)"
918,AL,Choctaw County,639.3,Overall,Black,"(32.023039, -88.263625)"
919,AL,Clarke County,536.7,Overall,Black,"(31.685276, -87.828202)"
920,AL,Clay County,601.6,Overall,Black,"(33.275512, -85.861243)"
921,AL,Cleburne County,594.2,Overall,Black,"(33.676437, -85.521058)"
922,AL,Coffee County,528.4,Overall,Black,"(31.408678, -85.987616)"
923,AL,Colbert County,464.1,Overall,Black,"(34.700954, -87.805794)"
924,AL,Conecuh County,490.4,Overall,Black,"(31.436316, -86.992084)"
925,AL,Coosa County,544.6,Overall,Black,"(32.940608, -86.246358)"
926,AL,Covington County,580.6,Overall,Black,"(31.249891, -86.449316)"
927,AL,Crenshaw County,471.8,Overall,Black,"(31.738498, -86.315231)"
928,AL,Cullman County,516.4,Overall,Black,"(34.135642, -86.864859)"
929,AL,Dale County,488.0,Overall,Black,"(31.437921, -85.612525)"
930,AL,Dallas County,642.5,Overall,Black,"(32.331714, -87.103947)"
931,AL,DeKalb County,539.0,Overall,Black,"(34.462067, -85.803144)"
932,AL,Elmore County,387.4,Overall,Black,"(32.599774, -86.150224)"
933,AL,Escambia County,445.0,Overall,Black,"(31.133221, -87.162551)"
934,AL,Etowah County,589.7,Overall,Black,"(34.048713, -86.037592)"
935,AL,Fayette County,492.2,Overall,Black,"(33.726047, -87.737656)"
936,AL,Franklin County,450.0,Overall,Black,"(34.445544, -87.843784)"
937,AL,Geneva County,448.4,Overall,Black,"(31.100302, -85.833243)"
938,AL,Greene County,553.2,Overall,Black,"(32.861522, -87.9517)"
939,AL,Hale County,537.8,Overall,Black,"(32.769973, -87.626815)"
940,AL,Henry County,489.3,Overall,Black,"(31.528365, -85.241061)"
941,AL,Houston County,445.9,Overall,Black,"(31.163114, -85.295081)"
942,AL,Jackson County,469.8,Overall,Black,"(34.784419, -85.993741)"
943,AL,Jefferson County,430.7,Overall,Black,"(33.558145, -86.898116)"
944,AL,Lamar County,409.7,Overall,Black,"(33.78226, -88.094104)"
945,AL,Lauderdale County,468.4,Overall,Black,"(34.905347, -87.644897)"
946,AL,Lawrence County,457.7,Overall,Black,"(34.524888, -87.309085)"
947,AL,Lee County,476.8,Overall,Black,"(32.605632, -85.354778)"
948,AL,Limestone County,428.9,Overall,Black,"(34.816826, -86.981625)"
949,AL,Lowndes County,499.3,Overall,Black,"(32.160667, -86.649084)"
950,AL,Macon County,614.5,Overall,Black,"(32.393582, -85.69193)"
951,AL,Madison County,426.5,Overall,Black,"(34.765116, -86.548305)"
