State,State Name,Year,Month,Indicator,Data Value,Predicted Value,Percent Complete,Percent Pending Investigation,Footnote
CA,CA,2016,February,Number of Deaths,260508,,100,0.363904371458842,
CA,CA,2016,March,Number of Deaths,261416,,100,0.371438626556905,
CA,CA,2016,April,Number of Deaths,261595,,100,0.377683059691508,
CA,CA,2016,May,Number of Deaths,261557,,100,0.391883987046801,
CA,CA,2016,June,Number of Deaths,261467,,100,0.396990824845965,
CA,CA,2016,July,Number of Deaths,261603,,100,0.410163492008884,
CA,CA,2016,August,Number of Deaths,261781,,100,0.420198562920915,
CA,CA,2016,September,Number of Deaths,262041,,100,0.419781637224709,
CA,CA,2016,October,Number of Deaths,262751,,100,0.417124958611004,
CA,CA,2016,November,Number of Deaths,262360,,100,0.392971489556335,
CA,CA,2016,December,Number of Deaths,263199,,100,0.363983145832621,
CA,CA,2017,January,Number of Deaths,265340,,100,0.364814954398131,Underreported due to incomplete data
CA,CA,2017,February,Number of Deaths,264889,,100,0.363548505222942,Underreported due to incomplete data
CA,CA,2017,March,Number of Deaths,264767,,100,0.361827569145702,Underreported due to incomplete data
CA,CA,2017,April,Number of Deaths,265286,,100,0.360365793897906,Underreported due to incomplete data
CA,CA,2017,May,Number of Deaths,265953,,100,0.35645395991021,Underreported due to incomplete data
CA,CA,2017,June,Number of Deaths,266897,,100,0.360438671097839,Underreported due to incomplete data
CA,CA,2017,July,Number of Deaths,267372,,100,0.358302290441781,Underreported due to incomplete data
CA,CA,2017,August,Number of Deaths,267350,,100,0.35459135964092,Underreported due to incomplete data
CA,CA,2017,September,Number of Deaths,268096,,100,0.352485676772499,Underreported due to incomplete data
CA,CA,2017,October,Number of Deaths,268373,,100,0.345414777194427,Underreported due to incomplete data
CA,CA,2017,November,Number of Deaths,268382,,100,0.340931955198188,Underreported due to incomplete data
CA,CA,2017,December,Number of Deaths,269394,,100,0.331484739823456,Underreported due to incomplete data
CA,CA,2018,January,Number of Deaths,271364,,100,0.364823631727127,Underreported due to incomplete data
CA,CA,2018,February,Number of Deaths,271541,,100,0.400676140987917,Underreported due to incomplete data
CA,CA,2018,March,Number of Deaths,272922,,100,0.450311810700493,Underreported due to incomplete data
CA,CA,2018,April,Number of Deaths,272675,,100,0.49399468231411,Underreported due to incomplete data
CA,CA,2015,January,Number of Drug Overdose Deaths,4603,4813,100,0.238123058450951,
CA,CA,2015,February,Number of Drug Overdose Deaths,4616,4820,100,0.230873879641485,
CA,CA,2015,March,Number of Drug Overdose Deaths,4608,4807,100,0.224616363202672,
CA,CA,2015,April,Number of Drug Overdose Deaths,4625,4823,100,0.222678389912629,
CA,CA,2015,May,Number of Drug Overdose Deaths,4607,4799,100,0.217444398049303,
CA,CA,2015,June,Number of Drug Overdose Deaths,4604,4798,100,0.219747447397955,
CA,CA,2015,July,Number of Drug Overdose Deaths,4628,4827,100,0.224339022069792,
CA,CA,2015,August,Number of Drug Overdose Deaths,4670,4879,100,0.233950963877971,
CA,CA,2015,September,Number of Drug Overdose Deaths,4747,4979,100,0.255868845829299,
CA,CA,2015,October,Number of Drug Overdose Deaths,4784,5038,100,0.278952473326867,
CA,CA,2015,November,Number of Drug Overdose Deaths,4747,5025,100,0.308336682019103,
CA,CA,2015,December,Number of Drug Overdose Deaths,4762,5084,100,0.355918392448073,
CA,CA,2016,January,Number of Drug Overdose Deaths,4745,5070,100,0.359810723362244,
CA,CA,2016,February,Number of Drug Overdose Deaths,4745,5073,100,0.363904371458842,
CA,CA,2016,March,Number of Drug Overdose Deaths,4768,5105,100,0.371438626556905,
CA,CA,2016,April,Number of Drug Overdose Deaths,4795,5140,100,0.377683059691508,
CA,CA,2016,May,Number of Drug Overdose Deaths,4811,5170,100,0.391883987046801,
CA,CA,2016,June,Number of Drug Overdose Deaths,4844,5210,100,0.396990824845965,
CA,CA,2016,July,Number of Drug Overdose Deaths,4816,5192,100,0.410163492008884,
CA,CA,2016,August,Number of Drug Overdose Deaths,4791,5175,100,0.420198562920915,
CA,CA,2016,September,Number of Drug Overdose Deaths,4716,5094,100,0.419781637224709,
CA,CA,2016,October,Number of Drug Overdose Deaths,4659,5030,100,0.417124958611004,
CA,CA,2016,November,Number of Drug Overdose Deaths,4709,5061,100,0.392971489556335,
CA,CA,2016,December,Number of Drug Overdose Deaths,4755,5084,100,0.363983145832621,
CA,CA,2017,January,Number of Drug Overdose Deaths,4771,5058,100,0.364814954398131,Underreported due to incomplete data
CA,CA,2017,February,Number of Drug Overdose Deaths,4724,5026,100,0.363548505222942,Underreported due to incomplete data
CA,CA,2017,March,Number of Drug Overdose Deaths,4721,5022,100,0.361827569145702,Underreported due to incomplete data
CA,CA,2017,April,Number of Drug Overdose Deaths,4714,5018,100,0.360365793897906,Underreported due to incomplete data
CA,CA,2017,May,Number of Drug Overdose Deaths,4761,5064,100,0.35645395991021,Underreported due to incomplete data
CA,CA,2017,June,Number of Drug Overdose Deaths,4808,5137,100,0.360438671097839,Underreported due to incomplete data
CA,CA,2017,July,Number of Drug Overdose Deaths,4870,5214,100,0.358302290441781,Underreported due to incomplete data
CA,CA,2017,August,Number of Drug Overdose Deaths,4900,5268,100,0.35459135964092,Underreported due to incomplete data
CA,CA,2017,September,Number of Drug Overdose Deaths,4973,5338,100,0.352485676772499,Underreported due to incomplete data
CA,CA,2017,October,Number of Drug Overdose Deaths,5079,5432,100,0.345414777194427,Underreported due to incomplete data
CA,CA,2017,November,Number of Drug Overdose Deaths,5060,5390,100,0.340931955198188,Underreported due to incomplete data
CA,CA,2017,December,Number of Drug Overdose Deaths,5029,5312,100,0.331484739823456,Underreported due to incomplete data
CA,CA,2018,January,Number of Drug Overdose Deaths,5064,5368,100,0.364823631727127,Underreported due to incomplete data
CA,CA,2018,February,Number of Drug Overdose Deaths,5116,5479,100,0.400676140987917,Underreported due to incomplete data
CA,CA,2018,March,Number of Drug Overdose Deaths,5080,5491,100,0.450311810700493,Underreported due to incomplete data
CA,CA,2018,April,Number of Drug Overdose Deaths,5041,5497,100,0.49399468231411,Underreported due to incomplete data
CO,CO,2015,January,Number of Deaths,36264,,100,0.0193028899183764,
CO,CO,2015,February,Number of Deaths,36330,,100,0.0192678227360308,
CO,CO,2015,March,Number of Deaths,36300,,100,0.0192837465564738,
CO,CO,2015,April,Number of Deaths,36601,,100,0.02185732630256,
CO,CO,2015,May,Number of Deaths,36667,,100,0.0218179834728775,
CO,CO,2015,June,Number of Deaths,36816,,100,0.0244458930899609,
CO,CO,2015,July,Number of Deaths,36960,,100,0.0351731601731602,
CO,CO,2015,August,Number of Deaths,37125,,100,0.0377104377104377,
CO,CO,2015,September,Number of Deaths,37101,,100,0.0431255222231207,
CO,CO,2015,October,Number of Deaths,37144,,100,0.0457678225285376,
CO,CO,2015,November,Number of Deaths,37144,,100,0.0403833728192979,
CO,CO,2015,December,Number of Deaths,36993,,100,0.0405482118238586,
CO,CO,2016,January,Number of Deaths,36752,,100,0.0408141053548106,
CO,CO,2016,February,Number of Deaths,36987,,100,0.0405547895206424,
CO,CO,2016,March,Number of Deaths,37387,,100,0.0454703506566454,
CO,CO,2016,April,Number of Deaths,37351,,100,0.0428368718374341,
CO,CO,2016,May,Number of Deaths,37535,,100,0.0426268815771946,
CO,CO,2016,June,Number of Deaths,37504,,100,0.0373293515358362,
CO,CO,2016,July,Number of Deaths,37620,,100,0.026581605528974,
CO,CO,2016,August,Number of Deaths,37650,,100,0.0292164674634794,
CO,CO,2016,September,Number of Deaths,37834,,100,0.034360628006555,
CO,CO,2016,October,Number of Deaths,38048,,100,0.026282590412111,
CO,CO,2016,November,Number of Deaths,38075,,100,0.0262639527248851,
CO,CO,2016,December,Number of Deaths,38151,,100,0.0314539592671228,
CO,CO,2017,January,Number of Deaths,38236,,100,0.0313840359870279,Underreported due to incomplete data
CO,CO,2017,February,Number of Deaths,38358,,100,0.0312842171124668,Underreported due to incomplete data
CO,CO,2017,March,Number of Deaths,38364,,100,0.0260661036388281,Underreported due to incomplete data
CO,CO,2017,April,Number of Deaths,38521,,100,0.0285558526518003,Underreported due to incomplete data
CO,CO,2017,May,Number of Deaths,38410,,100,0.0338453527727154,Underreported due to incomplete data
CO,CO,2017,June,Number of Deaths,38470,,100,0.0363919937613725,Underreported due to incomplete data
CO,CO,2017,July,Number of Deaths,38367,,100,0.0390960982093987,Underreported due to incomplete data
CO,CO,2017,August,Number of Deaths,38380,,100,0.0338718082334549,Underreported due to incomplete data
CO,CO,2017,September,Number of Deaths,38542,,100,0.0285402937055679,Underreported due to incomplete data
CO,CO,2017,October,Number of Deaths,38590,,100,0.0362788287121016,Underreported due to incomplete data
CO,CO,2017,November,Number of Deaths,38704,,100,0.0335882596114097,Underreported due to incomplete data
CO,CO,2017,December,Number of Deaths,38759,,100,0.0309605510978095,Underreported due to incomplete data
CO,CO,2018,January,Number of Deaths,38985,,100,0.0333461587790176,Underreported due to incomplete data
CO,CO,2018,February,Number of Deaths,38953,,100,0.0410751418375992,Underreported due to incomplete data
CO,CO,2018,March,Number of Deaths,38962,,100,0.0461988604281094,Underreported due to incomplete data
CO,CO,2018,April,Number of Deaths,38930,,100,0.0462368353454919,Underreported due to incomplete data
CO,CO,2015,January,Number of Drug Overdose Deaths,923,930,100,0.0193028899183764,
CO,CO,2015,February,Number of Drug Overdose Deaths,932,939,100,0.0192678227360308,
CO,CO,2015,March,Number of Drug Overdose Deaths,939,946,100,0.0192837465564738,
CO,CO,2015,April,Number of Drug Overdose Deaths,950,957,100,0.02185732630256,
CO,CO,2015,May,Number of Drug Overdose Deaths,927,934,100,0.0218179834728775,
CO,CO,2015,June,Number of Drug Overdose Deaths,921,929,100,0.0244458930899609,
CO,CO,2015,July,Number of Drug Overdose Deaths,918,927,100,0.0351731601731602,
CO,CO,2015,August,Number of Drug Overdose Deaths,928,938,100,0.0377104377104377,
CO,CO,2015,September,Number of Drug Overdose Deaths,917,927,100,0.0431255222231207,
CO,CO,2015,October,Number of Drug Overdose Deaths,915,926,100,0.0457678225285376,
CO,CO,2015,November,Number of Drug Overdose Deaths,908,918,100,0.0403833728192979,
CO,CO,2015,December,Number of Drug Overdose Deaths,913,923,100,0.0405482118238586,
CO,CO,2016,January,Number of Drug Overdose Deaths,913,923,100,0.0408141053548106,
CO,CO,2016,February,Number of Drug Overdose Deaths,912,922,100,0.0405547895206424,
CO,CO,2016,March,Number of Drug Overdose Deaths,908,919,100,0.0454703506566454,
CO,CO,2016,April,Number of Drug Overdose Deaths,894,904,100,0.0428368718374341,
CO,CO,2016,May,Number of Drug Overdose Deaths,915,925,100,0.0426268815771946,
CO,CO,2016,June,Number of Drug Overdose Deaths,935,945,100,0.0373293515358362,
CO,CO,2016,July,Number of Drug Overdose Deaths,928,936,100,0.026581605528974,
CO,CO,2016,August,Number of Drug Overdose Deaths,934,942,100,0.0292164674634794,
CO,CO,2016,September,Number of Drug Overdose Deaths,933,942,100,0.034360628006555,
CO,CO,2016,October,Number of Drug Overdose Deaths,948,956,100,0.026282590412111,
CO,CO,2016,November,Number of Drug Overdose Deaths,952,960,100,0.0262639527248851,
CO,CO,2016,December,Number of Drug Overdose Deaths,965,974,100,0.0314539592671228,
CO,CO,2017,January,Number of Drug Overdose Deaths,977,978,100,0.0313840359870279,Underreported due to incomplete data
CO,CO,2017,February,Number of Drug Overdose Deaths,967,972,100,0.0312842171124668,Underreported due to incomplete data
CO,CO,2017,March,Number of Drug Overdose Deaths,964,968,100,0.0260661036388281,Underreported due to incomplete data
CO,CO,2017,April,Number of Drug Overdose Deaths,989,994,100,0.0285558526518003,Underreported due to incomplete data
CO,CO,2017,May,Number of Drug Overdose Deaths,983,989,100,0.0338453527727154,Underreported due to incomplete data
CO,CO,2017,June,Number of Drug Overdose Deaths,997,1007,100,0.0363919937613725,Underreported due to incomplete data
CO,CO,2017,July,Number of Drug Overdose Deaths,1013,1026,100,0.0390960982093987,Underreported due to incomplete data
CO,CO,2017,August,Number of Drug Overdose Deaths,1019,1036,100,0.0338718082334549,Underreported due to incomplete data
CO,CO,2017,September,Number of Drug Overdose Deaths,1024,1039,100,0.0285402937055679,Underreported due to incomplete data
CO,CO,2017,October,Number of Drug Overdose Deaths,1027,1041,100,0.0362788287121016,Underreported due to incomplete data
CO,CO,2017,November,Number of Drug Overdose Deaths,1046,1057,100,0.0335882596114097,Underreported due to incomplete data
CO,CO,2017,December,Number of Drug Overdose Deaths,1040,1043,100,0.0309605510978095,Underreported due to incomplete data
CO,CO,2018,January,Number of Drug Overdose Deaths,1048,1049,100,0.0333461587790176,Underreported due to incomplete data
CO,CO,2018,February,Number of Drug Overdose Deaths,1053,1060,100,0.0410751418375992,Underreported due to incomplete data
CO,CO,2018,March,Number of Drug Overdose Deaths,1067,1075,100,0.0461988604281094,Underreported due to incomplete data
CO,CO,2018,April,Number of Drug Overdose Deaths,1046,1055,100,0.0462368353454919,Underreported due to incomplete data
CT,CT,2015,January,Cocaine (T40.5),118,123,100,0.00992687204261937,
CT,CT,2015,February,Cocaine (T40.5),124,129,100,0.009885004448252,
CT,CT,2015,March,Cocaine (T40.5),124,129,100,0.00983703315080172,
CT,CT,2015,April,Cocaine (T40.5),125,130,100,0.00985836811146528,
CT,CT,2015,May,Cocaine (T40.5),124,129,100,0.0131418996615961,
CT,CT,2015,June,Cocaine (T40.5),126,131,100,0.013111315064901,
CT,CT,2015,July,Cocaine (T40.5),133,138,100,0.0163334640010453,
CT,CT,2015,August,Cocaine (T40.5),134,139,100,0.0163671478608138,
CT,CT,2015,September,Cocaine (T40.5),139,144,100,0.0196360780206833,
CT,CT,2015,October,Cocaine (T40.5),155,161,100,0.0163318634656214,
CT,CT,2015,November,Cocaine (T40.5),164,170,100,0.0195115605996553,
CT,CT,2015,December,Cocaine (T40.5),168,174,100,0.0163398692810457,
CT,CT,2016,January,Cocaine (T40.5),171,177,100,0.0164646996838778,
CT,CT,2016,February,Cocaine (T40.5),177,184,100,0.0165393139492574,
CT,CT,2016,March,Cocaine (T40.5),179,186,100,0.0165771500563623,
CT,CT,2016,April,Cocaine (T40.5),186,193,100,0.0165573879064839,
CT,CT,2016,May,Cocaine (T40.5),195,202,100,0.0132459103251871,
CT,CT,2016,June,Cocaine (T40.5),197,204,100,0.016562872664635,
CT,CT,2016,July,Cocaine (T40.5),201,208,100,0.0132916860503755,
CT,CT,2016,August,Cocaine (T40.5),211,219,100,0.016580448335323,
CT,CT,2016,September,Cocaine (T40.5),223,231,100,0.0166179207657538,
CT,CT,2016,October,Cocaine (T40.5),223,231,100,0.0165809981760902,
CT,CT,2016,November,Cocaine (T40.5),224,232,100,0.0165049184657028,
CT,CT,2016,December,Cocaine (T40.5),237,246,100,0.0261088084592539,
CT,CT,2017,January,Cocaine (T40.5),250,257,100,0.0259453849646494,Underreported due to incomplete data
CT,CT,2017,February,Cocaine (T40.5),247,255,100,0.0257873190858395,Underreported due to incomplete data
CT,CT,2017,March,Cocaine (T40.5),259,267,100,0.025756600128783,Underreported due to incomplete data
CT,CT,2017,April,Cocaine (T40.5),267,277,100,0.0257201646090535,Underreported due to incomplete data
CT,CT,2017,May,Cocaine (T40.5),280,291,100,0.0257094192884918,Underreported due to incomplete data
CT,CT,2017,June,Cocaine (T40.5),278,289,100,0.0224,Underreported due to incomplete data
CT,CT,2017,July,Cocaine (T40.5),286,296,100,0.0223306855520464,Underreported due to incomplete data
CT,CT,2017,August,Cocaine (T40.5),294,304,100,0.019122896481387,Underreported due to incomplete data
CT,CT,2017,September,Cocaine (T40.5),289,299,100,0.0158503724837534,Underreported due to incomplete data
CT,CT,2017,October,Cocaine (T40.5),285,296,100,0.0158664678069368,Underreported due to incomplete data
CT,CT,2017,November,Cocaine (T40.5),285,296,100,0.0190918636840933,Underreported due to incomplete data
CT,CT,2017,December,Cocaine (T40.5),290,301,100,0.0126802979870027,Underreported due to incomplete data
CT,CT,2018,January,Cocaine (T40.5),280,289,100,0.0818975021261852,Underreported due to incomplete data
CT,CT,2018,February,Cocaine (T40.5),280,290,100,0.158378207158695,Underreported due to incomplete data
CT,CT,2018,March,Cocaine (T40.5),280,290,100,0.196650596295357,Underreported due to incomplete data
